method_name,combination,wtau
overall_2_scorers,"ncti_score,leep_score",0.39063442992449915
per_scorer_2_scorers,"ncti_score,leep_score",0.6496245478768161
per_scorer_dataset_2_scorers,"ncti_score,leep_score",0.6496245478768161
svm_2_scorers,"ncti_score,leep_score",0.5364469789344464
lsq_2_scorers,"ncti_score,leep_score",0.6865689820573981
overall_2_scorers,"ncti_score,logme_score",0.35261023731420826
per_scorer_2_scorers,"ncti_score,logme_score",0.5972911611713944
per_scorer_dataset_2_scorers,"ncti_score,logme_score",0.5972911611713944
svm_2_scorers,"ncti_score,logme_score",0.5989306422852009
lsq_2_scorers,"ncti_score,logme_score",0.659858303944471
overall_2_scorers,"ncti_score,tmi_score",0.6634424450438543
per_scorer_2_scorers,"ncti_score,tmi_score",0.6623079460093405
per_scorer_dataset_2_scorers,"ncti_score,tmi_score",0.6623079460093405
svm_2_scorers,"ncti_score,tmi_score",0.5510955647793468
lsq_2_scorers,"ncti_score,tmi_score",0.67446857136601
overall_2_scorers,"ncti_score,nce_score",0.2584399748740622
per_scorer_2_scorers,"ncti_score,nce_score",0.6209308913549532
per_scorer_dataset_2_scorers,"ncti_score,nce_score",0.6209308913549532
svm_2_scorers,"ncti_score,nce_score",0.4869587351635858
lsq_2_scorers,"ncti_score,nce_score",0.6650189744621394
overall_2_scorers,"ncti_score,sfda_score",0.2070858397139578
per_scorer_2_scorers,"ncti_score,sfda_score",0.5819665288571942
per_scorer_dataset_2_scorers,"ncti_score,sfda_score",0.5819665288571942
svm_2_scorers,"ncti_score,sfda_score",0.4930267312058387
lsq_2_scorers,"ncti_score,sfda_score",0.673002891672449
overall_2_scorers,"ncti_score,hscore_score",0.09140175635230517
per_scorer_2_scorers,"ncti_score,hscore_score",0.6684060493842359
per_scorer_dataset_2_scorers,"ncti_score,hscore_score",0.6684060493842359
svm_2_scorers,"ncti_score,hscore_score",0.44864578586296444
lsq_2_scorers,"ncti_score,hscore_score",0.6536479823297333
overall_2_scorers,"ncti_score,reg_hscore_score",-0.09400877765598033
per_scorer_2_scorers,"ncti_score,reg_hscore_score",0.6686824894384852
per_scorer_dataset_2_scorers,"ncti_score,reg_hscore_score",0.6686824894384852
svm_2_scorers,"ncti_score,reg_hscore_score",0.5531469689442862
lsq_2_scorers,"ncti_score,reg_hscore_score",0.6308799962776382
overall_2_scorers,"etran_energy_score,pactran_score",0.36792255299232657
per_scorer_2_scorers,"etran_energy_score,pactran_score",0.6410111137112895
per_scorer_dataset_2_scorers,"etran_energy_score,pactran_score",0.6410111137112895
svm_2_scorers,"etran_energy_score,pactran_score",0.6172687448937277
lsq_2_scorers,"etran_energy_score,pactran_score",0.6572143327325551
overall_2_scorers,"etran_energy_score,gbc_score",0.45746723432673847
per_scorer_2_scorers,"etran_energy_score,gbc_score",0.6440587968836162
per_scorer_dataset_2_scorers,"etran_energy_score,gbc_score",0.6440587968836162
svm_2_scorers,"etran_energy_score,gbc_score",0.5582679525234723
lsq_2_scorers,"etran_energy_score,gbc_score",0.6599978924867139
overall_2_scorers,"etran_energy_score,parc_score",0.44992124195484096
per_scorer_2_scorers,"etran_energy_score,parc_score",0.646883412091378
per_scorer_dataset_2_scorers,"etran_energy_score,parc_score",0.646883412091378
svm_2_scorers,"etran_energy_score,parc_score",0.53308316876939
lsq_2_scorers,"etran_energy_score,parc_score",0.6839523811478823
overall_2_scorers,"etran_energy_score,nleep_score",0.43119448105222435
per_scorer_2_scorers,"etran_energy_score,nleep_score",0.6794964959170346
per_scorer_dataset_2_scorers,"etran_energy_score,nleep_score",0.6794964959170346
svm_2_scorers,"etran_energy_score,nleep_score",0.5521698491485778
lsq_2_scorers,"etran_energy_score,nleep_score",0.6923591695302841
overall_2_scorers,"etran_energy_score,leep_score",0.39063442992449915
per_scorer_2_scorers,"etran_energy_score,leep_score",0.668367730960875
per_scorer_dataset_2_scorers,"etran_energy_score,leep_score",0.668367730960875
svm_2_scorers,"etran_energy_score,leep_score",0.5793362427964783
lsq_2_scorers,"etran_energy_score,leep_score",0.6969710654848166
overall_2_scorers,"etran_energy_score,logme_score",0.35261023731420826
per_scorer_2_scorers,"etran_energy_score,logme_score",0.719988121288758
per_scorer_dataset_2_scorers,"etran_energy_score,logme_score",0.719988121288758
svm_2_scorers,"etran_energy_score,logme_score",0.60622756490525
lsq_2_scorers,"etran_energy_score,logme_score",0.6866086689958795
overall_2_scorers,"etran_energy_score,tmi_score",0.6677368454905372
per_scorer_2_scorers,"etran_energy_score,tmi_score",0.5583938559145174
per_scorer_dataset_2_scorers,"etran_energy_score,tmi_score",0.5583938559145174
svm_2_scorers,"etran_energy_score,tmi_score",0.5658467892582516
lsq_2_scorers,"etran_energy_score,tmi_score",0.6242618571571281
overall_2_scorers,"etran_energy_score,nce_score",0.2584399748740622
per_scorer_2_scorers,"etran_energy_score,nce_score",0.643384118929437
per_scorer_dataset_2_scorers,"etran_energy_score,nce_score",0.643384118929437
svm_2_scorers,"etran_energy_score,nce_score",0.5279293408273221
lsq_2_scorers,"etran_energy_score,nce_score",0.6577398425386493
overall_2_scorers,"etran_energy_score,sfda_score",0.2070858397139578
per_scorer_2_scorers,"etran_energy_score,sfda_score",0.6102660530244871
per_scorer_dataset_2_scorers,"etran_energy_score,sfda_score",0.6102660530244871
svm_2_scorers,"etran_energy_score,sfda_score",0.5473335167143591
lsq_2_scorers,"etran_energy_score,sfda_score",0.6882864685330474
overall_2_scorers,"etran_energy_score,hscore_score",0.09140175635230517
per_scorer_2_scorers,"etran_energy_score,hscore_score",0.6589742431769257
per_scorer_dataset_2_scorers,"etran_energy_score,hscore_score",0.6589742431769257
svm_2_scorers,"etran_energy_score,hscore_score",0.5118574992575805
lsq_2_scorers,"etran_energy_score,hscore_score",0.6540284295331036
overall_2_scorers,"etran_energy_score,reg_hscore_score",-0.09400877765598033
per_scorer_2_scorers,"etran_energy_score,reg_hscore_score",0.6387270619759438
per_scorer_dataset_2_scorers,"etran_energy_score,reg_hscore_score",0.6387270619759438
svm_2_scorers,"etran_energy_score,reg_hscore_score",0.5545291692155261
lsq_2_scorers,"etran_energy_score,reg_hscore_score",0.6632207455944076
overall_2_scorers,"pactran_score,gbc_score",0.45746723432673847
per_scorer_2_scorers,"pactran_score,gbc_score",0.48458299291519713
per_scorer_dataset_2_scorers,"pactran_score,gbc_score",0.48458299291519713
svm_2_scorers,"pactran_score,gbc_score",0.43074560809285145
lsq_2_scorers,"pactran_score,gbc_score",0.4941201747867505
overall_2_scorers,"pactran_score,parc_score",0.44992124195484096
per_scorer_2_scorers,"pactran_score,parc_score",0.5401843937272733
per_scorer_dataset_2_scorers,"pactran_score,parc_score",0.5401843937272733
svm_2_scorers,"pactran_score,parc_score",0.4270328265721843
lsq_2_scorers,"pactran_score,parc_score",0.5148025437959048
overall_2_scorers,"pactran_score,nleep_score",0.43119448105222435
per_scorer_2_scorers,"pactran_score,nleep_score",0.5757685238785357
per_scorer_dataset_2_scorers,"pactran_score,nleep_score",0.5757685238785357
svm_2_scorers,"pactran_score,nleep_score",0.5030100490065267
lsq_2_scorers,"pactran_score,nleep_score",0.5965357408251322
overall_2_scorers,"pactran_score,leep_score",0.39063442992449915
per_scorer_2_scorers,"pactran_score,leep_score",0.4987074374691218
per_scorer_dataset_2_scorers,"pactran_score,leep_score",0.4987074374691218
svm_2_scorers,"pactran_score,leep_score",0.4719255965699533
lsq_2_scorers,"pactran_score,leep_score",0.5018659703661729
overall_2_scorers,"pactran_score,logme_score",0.35261023731420826
per_scorer_2_scorers,"pactran_score,logme_score",0.46511039127215775
per_scorer_dataset_2_scorers,"pactran_score,logme_score",0.46511039127215775
svm_2_scorers,"pactran_score,logme_score",0.4140647772946925
lsq_2_scorers,"pactran_score,logme_score",0.5189012465804224
overall_2_scorers,"pactran_score,tmi_score",0.36792255299232657
per_scorer_2_scorers,"pactran_score,tmi_score",0.39379706836690953
per_scorer_dataset_2_scorers,"pactran_score,tmi_score",0.39379706836690953
svm_2_scorers,"pactran_score,tmi_score",0.4061465488101439
lsq_2_scorers,"pactran_score,tmi_score",0.3741876152118666
overall_2_scorers,"pactran_score,nce_score",0.2584399748740622
per_scorer_2_scorers,"pactran_score,nce_score",0.4756205873940597
per_scorer_dataset_2_scorers,"pactran_score,nce_score",0.4756205873940597
svm_2_scorers,"pactran_score,nce_score",0.37484997652996477
lsq_2_scorers,"pactran_score,nce_score",0.4691981459357156
overall_2_scorers,"pactran_score,sfda_score",0.2070858397139578
per_scorer_2_scorers,"pactran_score,sfda_score",0.3209523770423378
per_scorer_dataset_2_scorers,"pactran_score,sfda_score",0.3209523770423378
svm_2_scorers,"pactran_score,sfda_score",0.27180489353636617
lsq_2_scorers,"pactran_score,sfda_score",0.3554471691580479
overall_2_scorers,"pactran_score,hscore_score",0.09140175635230517
per_scorer_2_scorers,"pactran_score,hscore_score",0.3176624666937631
per_scorer_dataset_2_scorers,"pactran_score,hscore_score",0.3176624666937631
svm_2_scorers,"pactran_score,hscore_score",0.31554126825770284
lsq_2_scorers,"pactran_score,hscore_score",0.33836262639947756
overall_2_scorers,"pactran_score,reg_hscore_score",-0.09400877765598033
per_scorer_2_scorers,"pactran_score,reg_hscore_score",0.3531193249388613
per_scorer_dataset_2_scorers,"pactran_score,reg_hscore_score",0.3531193249388613
svm_2_scorers,"pactran_score,reg_hscore_score",0.3716900751177945
lsq_2_scorers,"pactran_score,reg_hscore_score",0.33513429923130544
overall_2_scorers,"gbc_score,parc_score",0.44992124195484096
per_scorer_2_scorers,"gbc_score,parc_score",0.44423369311595773
per_scorer_dataset_2_scorers,"gbc_score,parc_score",0.44423369311595773
svm_2_scorers,"gbc_score,parc_score",0.3382545137049952
lsq_2_scorers,"gbc_score,parc_score",0.43951094743670244
overall_2_scorers,"gbc_score,nleep_score",0.43119448105222435
per_scorer_2_scorers,"gbc_score,nleep_score",0.4573550160868952
per_scorer_dataset_2_scorers,"gbc_score,nleep_score",0.4573550160868952
svm_2_scorers,"gbc_score,nleep_score",0.3410120716718739
lsq_2_scorers,"gbc_score,nleep_score",0.43724194936767763
overall_2_scorers,"gbc_score,leep_score",0.39063442992449915
per_scorer_2_scorers,"gbc_score,leep_score",0.533463615972761
per_scorer_dataset_2_scorers,"gbc_score,leep_score",0.533463615972761
svm_2_scorers,"gbc_score,leep_score",0.4534561165099036
lsq_2_scorers,"gbc_score,leep_score",0.5071142258515244
overall_2_scorers,"gbc_score,logme_score",0.35261023731420826
per_scorer_2_scorers,"gbc_score,logme_score",0.4255739894542227
per_scorer_dataset_2_scorers,"gbc_score,logme_score",0.4255739894542227
svm_2_scorers,"gbc_score,logme_score",0.3809987149643025
lsq_2_scorers,"gbc_score,logme_score",0.45583322727341175
overall_2_scorers,"gbc_score,tmi_score",0.45746723432673847
per_scorer_2_scorers,"gbc_score,tmi_score",0.4204858502379153
per_scorer_dataset_2_scorers,"gbc_score,tmi_score",0.4204858502379153
svm_2_scorers,"gbc_score,tmi_score",0.503873582047271
lsq_2_scorers,"gbc_score,tmi_score",0.45224908617402765
overall_2_scorers,"gbc_score,nce_score",0.2584399748740622
per_scorer_2_scorers,"gbc_score,nce_score",0.3848606646330533
per_scorer_dataset_2_scorers,"gbc_score,nce_score",0.3848606646330533
svm_2_scorers,"gbc_score,nce_score",0.29568137683569207
lsq_2_scorers,"gbc_score,nce_score",0.42811942757749566
overall_2_scorers,"gbc_score,sfda_score",0.2070858397139578
per_scorer_2_scorers,"gbc_score,sfda_score",0.36153432441198263
per_scorer_dataset_2_scorers,"gbc_score,sfda_score",0.36153432441198263
svm_2_scorers,"gbc_score,sfda_score",0.23580884033397262
lsq_2_scorers,"gbc_score,sfda_score",0.3817377131291227
overall_2_scorers,"gbc_score,hscore_score",0.09140175635230517
per_scorer_2_scorers,"gbc_score,hscore_score",0.4075821211710658
per_scorer_dataset_2_scorers,"gbc_score,hscore_score",0.4075821211710658
svm_2_scorers,"gbc_score,hscore_score",0.28009809516380463
lsq_2_scorers,"gbc_score,hscore_score",0.4401007774534398
overall_2_scorers,"gbc_score,reg_hscore_score",-0.09400877765598033
per_scorer_2_scorers,"gbc_score,reg_hscore_score",0.4388855360268446
per_scorer_dataset_2_scorers,"gbc_score,reg_hscore_score",0.4388855360268446
svm_2_scorers,"gbc_score,reg_hscore_score",0.3610991366038105
lsq_2_scorers,"gbc_score,reg_hscore_score",0.42298202181686834
overall_2_scorers,"parc_score,nleep_score",0.43119448105222435
per_scorer_2_scorers,"parc_score,nleep_score",0.47109627640721
per_scorer_dataset_2_scorers,"parc_score,nleep_score",0.47109627640721
svm_2_scorers,"parc_score,nleep_score",0.2895107421594351
lsq_2_scorers,"parc_score,nleep_score",0.4681498633537655
overall_2_scorers,"parc_score,leep_score",0.39063442992449915
per_scorer_2_scorers,"parc_score,leep_score",0.5000239490146
per_scorer_dataset_2_scorers,"parc_score,leep_score",0.5000239490146
svm_2_scorers,"parc_score,leep_score",0.40939677222023807
lsq_2_scorers,"parc_score,leep_score",0.5070102187024005
overall_2_scorers,"parc_score,logme_score",0.44992124195484096
per_scorer_2_scorers,"parc_score,logme_score",0.4206090165987204
per_scorer_dataset_2_scorers,"parc_score,logme_score",0.4206090165987204
svm_2_scorers,"parc_score,logme_score",0.3345253100028879
lsq_2_scorers,"parc_score,logme_score",0.4415678256621221
overall_2_scorers,"parc_score,tmi_score",0.44992124195484096
per_scorer_2_scorers,"parc_score,tmi_score",0.4949919189182164
per_scorer_dataset_2_scorers,"parc_score,tmi_score",0.4949919189182164
svm_2_scorers,"parc_score,tmi_score",0.5119847711637436
lsq_2_scorers,"parc_score,tmi_score",0.49278860957495324
overall_2_scorers,"parc_score,nce_score",0.2584399748740622
per_scorer_2_scorers,"parc_score,nce_score",0.3957499394432056
per_scorer_dataset_2_scorers,"parc_score,nce_score",0.3957499394432056
svm_2_scorers,"parc_score,nce_score",0.2440363532356489
lsq_2_scorers,"parc_score,nce_score",0.4168524425942121
overall_2_scorers,"parc_score,sfda_score",0.44992124195484096
per_scorer_2_scorers,"parc_score,sfda_score",0.4059795899655
per_scorer_dataset_2_scorers,"parc_score,sfda_score",0.4059795899655
svm_2_scorers,"parc_score,sfda_score",0.2781438555723876
lsq_2_scorers,"parc_score,sfda_score",0.41357621739683786
overall_2_scorers,"parc_score,hscore_score",0.09140175635230517
per_scorer_2_scorers,"parc_score,hscore_score",0.46820734098880673
per_scorer_dataset_2_scorers,"parc_score,hscore_score",0.46820734098880673
svm_2_scorers,"parc_score,hscore_score",0.34293072987016887
lsq_2_scorers,"parc_score,hscore_score",0.4586291036636522
overall_2_scorers,"parc_score,reg_hscore_score",0.44992124195484096
per_scorer_2_scorers,"parc_score,reg_hscore_score",0.4458677001692838
per_scorer_dataset_2_scorers,"parc_score,reg_hscore_score",0.4458677001692838
svm_2_scorers,"parc_score,reg_hscore_score",0.38148864337727595
lsq_2_scorers,"parc_score,reg_hscore_score",0.42425747790874513
overall_2_scorers,"nleep_score,leep_score",0.39063442992449915
per_scorer_2_scorers,"nleep_score,leep_score",0.5218668188455484
per_scorer_dataset_2_scorers,"nleep_score,leep_score",0.5218668188455484
svm_2_scorers,"nleep_score,leep_score",0.3949630432491831
lsq_2_scorers,"nleep_score,leep_score",0.5218668188455484
overall_2_scorers,"nleep_score,logme_score",0.43119448105222435
per_scorer_2_scorers,"nleep_score,logme_score",0.4714206144906597
per_scorer_dataset_2_scorers,"nleep_score,logme_score",0.4714206144906597
svm_2_scorers,"nleep_score,logme_score",0.39067274834786
lsq_2_scorers,"nleep_score,logme_score",0.4605135489839463
overall_2_scorers,"nleep_score,tmi_score",0.43119448105222435
per_scorer_2_scorers,"nleep_score,tmi_score",0.533626469272045
per_scorer_dataset_2_scorers,"nleep_score,tmi_score",0.533626469272045
svm_2_scorers,"nleep_score,tmi_score",0.49223846649669634
lsq_2_scorers,"nleep_score,tmi_score",0.5301449668066652
overall_2_scorers,"nleep_score,nce_score",0.2584399748740622
per_scorer_2_scorers,"nleep_score,nce_score",0.4260994992603175
per_scorer_dataset_2_scorers,"nleep_score,nce_score",0.4260994992603175
svm_2_scorers,"nleep_score,nce_score",0.29411032147788696
lsq_2_scorers,"nleep_score,nce_score",0.4299641859593082
overall_2_scorers,"nleep_score,sfda_score",0.43119448105222435
per_scorer_2_scorers,"nleep_score,sfda_score",0.4049668887766706
per_scorer_dataset_2_scorers,"nleep_score,sfda_score",0.4049668887766706
svm_2_scorers,"nleep_score,sfda_score",0.27928793421274106
lsq_2_scorers,"nleep_score,sfda_score",0.43695592970758934
overall_2_scorers,"nleep_score,hscore_score",0.09140175635230517
per_scorer_2_scorers,"nleep_score,hscore_score",0.4711044874979298
per_scorer_dataset_2_scorers,"nleep_score,hscore_score",0.4711044874979298
svm_2_scorers,"nleep_score,hscore_score",0.2948123697344666
lsq_2_scorers,"nleep_score,hscore_score",0.4425983175475119
overall_2_scorers,"nleep_score,reg_hscore_score",0.43119448105222435
per_scorer_2_scorers,"nleep_score,reg_hscore_score",0.4002523541881352
per_scorer_dataset_2_scorers,"nleep_score,reg_hscore_score",0.4002523541881352
svm_2_scorers,"nleep_score,reg_hscore_score",0.3326997108327551
lsq_2_scorers,"nleep_score,reg_hscore_score",0.3594076519154424
overall_2_scorers,"leep_score,logme_score",0.39063442992449915
per_scorer_2_scorers,"leep_score,logme_score",0.46899286866770906
per_scorer_dataset_2_scorers,"leep_score,logme_score",0.46899286866770906
svm_2_scorers,"leep_score,logme_score",0.5930131829061509
lsq_2_scorers,"leep_score,logme_score",0.48721875303639317
overall_2_scorers,"leep_score,tmi_score",0.39063442992449915
per_scorer_2_scorers,"leep_score,tmi_score",0.44231503491766305
per_scorer_dataset_2_scorers,"leep_score,tmi_score",0.44231503491766305
svm_2_scorers,"leep_score,tmi_score",0.4320703307290495
lsq_2_scorers,"leep_score,tmi_score",0.40153191582537145
overall_2_scorers,"leep_score,nce_score",0.2584399748740622
per_scorer_2_scorers,"leep_score,nce_score",0.37319954729519755
per_scorer_dataset_2_scorers,"leep_score,nce_score",0.37319954729519755
svm_2_scorers,"leep_score,nce_score",0.36029444971322744
lsq_2_scorers,"leep_score,nce_score",0.37009575500294956
overall_2_scorers,"leep_score,sfda_score",0.39063442992449915
per_scorer_2_scorers,"leep_score,sfda_score",0.3176433074820824
per_scorer_dataset_2_scorers,"leep_score,sfda_score",0.3176433074820824
svm_2_scorers,"leep_score,sfda_score",0.3697741539497398
lsq_2_scorers,"leep_score,sfda_score",0.311084014511734
overall_2_scorers,"leep_score,hscore_score",0.09140175635230517
per_scorer_2_scorers,"leep_score,hscore_score",0.3352027249873071
per_scorer_dataset_2_scorers,"leep_score,hscore_score",0.3352027249873071
svm_2_scorers,"leep_score,hscore_score",0.44620161785857404
lsq_2_scorers,"leep_score,hscore_score",0.32877617798360254
overall_2_scorers,"leep_score,reg_hscore_score",0.39063442992449915
per_scorer_2_scorers,"leep_score,reg_hscore_score",0.3749348244674084
per_scorer_dataset_2_scorers,"leep_score,reg_hscore_score",0.3749348244674084
svm_2_scorers,"leep_score,reg_hscore_score",0.4495380577212305
lsq_2_scorers,"leep_score,reg_hscore_score",0.36922811641684505
overall_2_scorers,"logme_score,tmi_score",0.35261023731420826
per_scorer_2_scorers,"logme_score,tmi_score",0.4620065989799085
per_scorer_dataset_2_scorers,"logme_score,tmi_score",0.4620065989799085
svm_2_scorers,"logme_score,tmi_score",0.4985021602011163
lsq_2_scorers,"logme_score,tmi_score",0.4588206957804563
overall_2_scorers,"logme_score,nce_score",0.2584399748740622
per_scorer_2_scorers,"logme_score,nce_score",0.33733897708968946
per_scorer_dataset_2_scorers,"logme_score,nce_score",0.33733897708968946
svm_2_scorers,"logme_score,nce_score",0.2572261019625875
lsq_2_scorers,"logme_score,nce_score",0.3339861150455932
overall_2_scorers,"logme_score,sfda_score",0.2070858397139578
per_scorer_2_scorers,"logme_score,sfda_score",0.30692099151657515
per_scorer_dataset_2_scorers,"logme_score,sfda_score",0.30692099151657515
svm_2_scorers,"logme_score,sfda_score",0.2879260016504282
lsq_2_scorers,"logme_score,sfda_score",0.28036221858197163
overall_2_scorers,"logme_score,hscore_score",0.09140175635230517
per_scorer_2_scorers,"logme_score,hscore_score",0.35911615819487497
per_scorer_dataset_2_scorers,"logme_score,hscore_score",0.35911615819487497
svm_2_scorers,"logme_score,hscore_score",0.32681646433170564
lsq_2_scorers,"logme_score,hscore_score",0.37015596966823044
overall_2_scorers,"logme_score,reg_hscore_score",-0.09400877765598033
per_scorer_2_scorers,"logme_score,reg_hscore_score",0.3802843500716427
per_scorer_dataset_2_scorers,"logme_score,reg_hscore_score",0.3802843500716427
svm_2_scorers,"logme_score,reg_hscore_score",0.5564957254430224
lsq_2_scorers,"logme_score,reg_hscore_score",0.4747762135649946
overall_2_scorers,"tmi_score,nce_score",0.2584399748740622
per_scorer_2_scorers,"tmi_score,nce_score",0.39004733693800137
per_scorer_dataset_2_scorers,"tmi_score,nce_score",0.39004733693800137
svm_2_scorers,"tmi_score,nce_score",0.4273735868370745
lsq_2_scorers,"tmi_score,nce_score",0.3945962811970119
overall_2_scorers,"tmi_score,sfda_score",0.2070858397139578
per_scorer_2_scorers,"tmi_score,sfda_score",0.34407617702564147
per_scorer_dataset_2_scorers,"tmi_score,sfda_score",0.34407617702564147
svm_2_scorers,"tmi_score,sfda_score",0.3367683062846322
lsq_2_scorers,"tmi_score,sfda_score",0.291842691923982
overall_2_scorers,"tmi_score,hscore_score",0.09140175635230517
per_scorer_2_scorers,"tmi_score,hscore_score",0.3281275018167039
per_scorer_dataset_2_scorers,"tmi_score,hscore_score",0.3281275018167039
svm_2_scorers,"tmi_score,hscore_score",0.3034367520209551
lsq_2_scorers,"tmi_score,hscore_score",0.27425453560123664
overall_2_scorers,"tmi_score,reg_hscore_score",-0.09400877765598033
per_scorer_2_scorers,"tmi_score,reg_hscore_score",0.26524423205089753
per_scorer_dataset_2_scorers,"tmi_score,reg_hscore_score",0.26524423205089753
svm_2_scorers,"tmi_score,reg_hscore_score",0.26931419601789436
lsq_2_scorers,"tmi_score,reg_hscore_score",0.2764496338537801
overall_2_scorers,"nce_score,sfda_score",0.2584399748740622
per_scorer_2_scorers,"nce_score,sfda_score",0.22784681936558313
per_scorer_dataset_2_scorers,"nce_score,sfda_score",0.22784681936558313
svm_2_scorers,"nce_score,sfda_score",0.1356485872134153
lsq_2_scorers,"nce_score,sfda_score",0.21499235684305398
overall_2_scorers,"nce_score,hscore_score",0.09140175635230517
per_scorer_2_scorers,"nce_score,hscore_score",0.2078979744607714
per_scorer_dataset_2_scorers,"nce_score,hscore_score",0.2078979744607714
svm_2_scorers,"nce_score,hscore_score",0.13564858721341572
